cluster,densidad,GRAVEDAD,latitud,longitud,pct_mortales,prob_grave,moran_local,riesgo_f1,riesgo_f2,riesgo_f3,riesgo_f1_norm,riesgo_f2_norm,riesgo_f3_norm,rank_f1,rank_f2,rank_f3
-1,44,2.8636363636363638,4.737238161363636,-74.09909044318182,93.18181818181817,0.9545454545454546,-0.411524786527604,126.0,56.45308543865162,114.21542656761862,0.14974440179693285,0.0,0.15072147980505843,3.0,6.0,3.0
0,19676,2.954767229111608,4.657059870817239,-74.09873111434742,97.7383614555804,0.9849224097038692,2.041132957585912,58137.99999999999,98.79379277630956,58198.31072773334,100.0,100.0,100.0,1.0,1.0,1.0
1,23,2.9130434782608696,4.66892052173913,-74.02259060434781,95.65217391304348,0.9710144927536232,-0.4141483507404394,67.0,57.727916891320554,54.935678478430674,0.04819360057832321,3.0108884164414884,0.04881681817825456,5.0,5.0,5.0
2,234,2.923076923076923,4.504261788888888,-74.11047806538461,96.15384615384616,0.9743589743589743,-0.3877877769829031,684.0,58.424424393117214,672.6646649804997,1.1101740133220883,4.655895185558886,1.1107218595399806,2.0,4.0,2.0
3,38,3.0,4.500798460526315,-74.08742876842105,100.0,1.0,-0.4122743763026998,114.0,60.077251473876814,101.631768710919,0.12909000154908,8.559531153608885,0.12908958295581502,4.0,2.0,4.0
4,13,3.0,4.603026561538462,-74.22276409999999,100.0,1.0,-0.4153976670322657,39.0,60.02642813579997,26.53806998903203,0.0,8.43949693294379,0.0,6.0,3.0,6.0
